,city,job_title,company_name,location,summary,salary
151,New+York,Media Services Support Assistant,The City University of New York (CUNY),"New York, NY","Information Technology (IT) is the division of the Graduate Center responsible for voice, video, and data systems and services....",$19.68 an hour
152,New+York,Strategic Data Scientist (Manager),AIG,"New York, NY",We are looking for top-notch Strategic Data Scientists to join our team and be the creative force for the next wave of dramatic performance improvement and...,nothing_found
153,New+York,Market Research Analyst - Analyst Development Program,Ipsos North America,"New York, NY","Love data, consumer decision-making, and puzzles. Analysis, analyze, data analytics, market research, segmentation, brand health, branding, consumer insights,...",nothing_found
154,New+York,Research Associate,Brookhaven National Laboratory,"Upton, NY 11973","Experience with data analysis. The Laboratory's almost 3,000 scientists, engineers, and support staff are joined each year by more than 4,000 visiting...",nothing_found
155,New+York,AI Technology Analyst ASE5,Wells Fargo,"New York, NY 10261 (Murray Hill area)","Working with Data Scientists / Model developers to design the model development/model operationalization. Working with various teams like Platform Engineering,...",nothing_found
156,New+York,Sr. Data Scientist - Nielsen Marketing Cloud,Nielsen,"New York, NY 10003 (Greenwich Village area)",Data Scientist - Nielsen Marketing Cloud - 12422. Develop and maintain ongoing data exploratory analyses against internal and client-provided data....,nothing_found
157,New+York,SENIOR STATISTICAL PROGRAMMER- REMOTE,Chiltern,"New York, NY",Analyze information and develop innovative solutions to programming and data analysis challenges. Perform data manipulation techniques and advanced techniques...,nothing_found
158,New+York,SR ASSOCIATE RESEARCHER - GENETIC & GENOMIC SCIENCES,Mount Sinai Health System,"New York, NY 10029 (Yorkville area)",Reviews and presents data for publication or presentation. Assists the Principal Investigator with publications by extracting and compiling data;...,nothing_found
159,New+York,Senior Director of Software Engineering & Data Science,Oracle,"New York, NY","We are looking for a director to lead our data products team, an interdisciplinary group of engineers and data scientists....",nothing_found
160,New+York,Geographic Information Systems (GIS) Internship (Fall/Spring 2018-19),New York State Office of the Attorney General,"Albany, NY","With scientists who work closely with them to provide mentoring, guidance and advice, thereby facilitating. Prepare GIS figures or maps, based on environmental...",nothing_found
161,New+York,Analyst Research Statistics,Northwell Health,"New Hyde Park, NY 11042",Analyzes data and creates reports using statistical tools. Assists end-user community with report requests and data analysis....,nothing_found
162,New+York,IT Services Support Assistant/IT Support Assistant,The City University of New York (CUNY),"New York, NY","Information Technology (IT) is the division of the Graduate Center responsible for voice, video, and data systems and services....",$19.68 an hour
163,New+York,Media Services Support Assistant,The City University of New York (CUNY),"New York, NY","Information Technology (IT) is the division of the Graduate Center responsible for voice, video, and data systems and services....",$19.68 an hour
164,New+York,Strategic Data Scientist (Manager),AIG,"New York, NY",We are looking for top-notch Strategic Data Scientists to join our team and be the creative force for the next wave of dramatic performance improvement and...,nothing_found
165,New+York,Market Research Analyst - Analyst Development Program,Ipsos North America,"New York, NY","Love data, consumer decision-making, and puzzles. Analysis, analyze, data analytics, market research, segmentation, brand health, branding, consumer insights,...",nothing_found
166,New+York,Director of Data Science - Virtual,Goodway Group,"New York, NY",The Director of Data Science & Engineering is responsible for the engineers and data scientists in the Media Trading Intelligence team at Goodway....,nothing_found
167,New+York,AI Technology Analyst ASE5,Wells Fargo,"New York, NY 10261 (Murray Hill area)","Working with Data Scientists / Model developers to design the model development/model operationalization. Working with various teams like Platform Engineering,...",nothing_found
168,New+York,SENIOR STATISTICAL PROGRAMMER- REMOTE,Chiltern,"New York, NY",Analyze information and develop innovative solutions to programming and data analysis challenges. Perform data manipulation techniques and advanced techniques...,nothing_found
169,New+York,"Senior Data Analyst, Bureau of Environmental Sciences and Engineering",DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY",BWSO is looking to hire a City Research Scientist II (CRS II) to serve as the Senior Data Analyst and work directly under the Data Analysis Unit Lead to support...,"$70,286 - $84,753 a year"
170,New+York,Senior Director of Software Engineering & Data Science,Oracle,"New York, NY","We are looking for a director to lead our data products team, an interdisciplinary group of engineers and data scientists....",nothing_found
171,New+York,SR ASSOCIATE RESEARCHER - GENETIC & GENOMIC SCIENCES,Mount Sinai Health System,"New York, NY 10029 (Yorkville area)",Reviews and presents data for publication or presentation. Assists the Principal Investigator with publications by extracting and compiling data;...,nothing_found
172,New+York,"Global Partnerships Lead, Blueprint",Facebook,"New York, NY",Partner with Blueprint's learning scientist to uncover advertiser insights and barriers to adoption of Blueprint among academia/government using quantitative...,nothing_found
173,New+York,Technical Research Analyst,MDRC,"New York, NY 10016 (Gramercy area)","MDRC is seeking candidates who have experience using data science, data visualization, and data integration, and who have a strong interest in improving the...",nothing_found
174,New+York,Associate Research Statistician,Northwell Health,"Manhasset, NY 11030",Strong background in the use of data management and statistical software packages. Prepares reports and interpretations of statistical analyses of data and...,nothing_found
175,New+York,"Technical Program Manager, Instagram Metrics & Data Infrastructure",Facebook,"New York, NY","Experience with infrastructure, cloud scale, big data, data infra (Hadoop, ruby, hive, presto, etc.). 4+ years of software engineering, data engineering or...",nothing_found
176,New+York,"Product Management Lead, Instagram Discovery",Facebook,"New York, NY","Drive product development with a team of world-class PMs, engineers, designers, data scientists, and researchers....",nothing_found
177,New+York,High Performance Retrofit Accelerator Intern,Natural Resources Defense Council,"New York, NY 10011 (Chelsea area)",Gathering key systems data such as age and end of useful life of equipment. Natural Resources Defense Council (NRDC) is the nation's most effective...,nothing_found
178,New+York,Senior Associate - Data Engineer,New York Life Insurance Co,"New York, NY",The Data & Platform team services internally to Data Scientists who focus on Statistical analysis. Any experience working with Data Warehouses and/or Data Marts...,nothing_found
